ResponseId;conseq;wtp_1;wtp_2;wtp_explain_diff;wtp_explain_same;wtp_explain_pos;code_conseq;comment;coder
R_3lAoVO89TJpSFpT;chicken;2;0,5;If I am interpreting the scenarios correctly, the first scenario will have a tangible impact, and the second scenario will not. At the most, the second scenario premium could potentially make a tangible impact eventually. I do not think I should pay a high premium if it will not do anything, so the first answer is higher than the second.;;I guess my interpretation of the scenario is that the money would still SUPPORT the improvement of animal welfare, even if it does not have an impact. I still want to pay a small amount of money in order to possibly move the industry towards considering these animal welfare standards as the new industry standard.;conseq, conseqstill;;CB
R_xf9gAVmWLWevOOR;chicken;10;0;I gave different answers because I do not see a reason why I would pay more in situation 2 for something that does not improve the conditions for the chickens.;;;conseq;;CB
R_2dgA4IgnkS16a4c;chicken;2;0;because the money could go to pay for other initiatives where the money DOES make a difference;;;conseq;;CB
R_1DBi4CKeWnrsBPb;chicken;2;2;;what I can afford, and it is what is right for the animals;for better lives for animals;deont;;CB
R_1onkHBOkt2Rb7f5;chicken;10;10;;Either way, I'm paying for better conditions for chickens raised for consumption, right?  The first tells me definitely I'm making a difference, while the second one let's me make purely a moral decision.  Like, doing the right thing when no one is watching.;I'd feel better about my own consumption.  I want animals raised for human consumption to be free range and not in cramped conditions regardless.;deont: principle, deont: feelgood;;CB
R_12eTTFsFhItZuoX;chicken;2;0;That's easy, there were two different consequences, so there are two different answers.;;;conseq;;CB
R_3fDg1txSRtWMNCZ;chicken;200;300;No matter what I consumed the second answer there wouldn't be more chickens sacrifised- it is the circle of life but it would be better for the chickens;;less chickens would be sacrifised/ less waste;other;;CB
R_2hEx82BZtvwnEbf;chicken;20;100;I want to contribute more;;I am choosing to pay more;other;;CB
R_26n0rac7K4wPwl4;chicken;20;0;It appeared as though the payment of the premium would not increase the benefit to the chickens in the second scenario.;;;conseq;;CB
R_8vlMygMlQNLhpXb;chicken;10;10;;I would pay an additional 50 cents per chicken , I chose that amount for both scenarios .  I chose the same amount , because according to the way this  was written  , I would have no way of knowing the consequences of situation 2.;I was willing to pay money in situation 2, because  you did not specify I would be informed that the animals did not receive better treatment .  If I knew , I would not pay a penny more than the regular store price,;other;;CB
R_3n2GcS850u3aLeR;chicken;60;60;;I am willing to pay a little more to buy a healthier chicken.;Whether the number of chickens living under better standards changes or not, I support at least SOME chickens receiving better welfare standards and so I would still be willing to pay a little extra to make sure that happens. Also, the taste and health benefits associated with eating healthier chickens benefits me, so it's still worth paying the extra, even if it means the overall number of chickens raised under better standards does not change.;deont;;CB
R_27WQ1bgfjIaMqFy;chicken;10;0;If I can't really improve the situation, I am not going to spend my money on a useless endeavor.;;;conseq;;CB
R_XvoLkXX8IAAwiPv;chicken;5;0;Paying the more money means 20 chickens would have better living condition, in the other option it woudn't mater, no conditions would change.;;;conseq;;CB
R_1BXyT9dBeFQct6s;chicken;15,05;10;I would be willing to pay more to insure that 20 chickens were raised in better conditions. I paid less in Situation 2 because since the overall number of chickens raised under better standards does not change, it would make such chickens more in demand and I want the lowest price on animal-welfare-certified chickens.;;I would be willing to pay less in Situation 2 because since the overall number of chickens raised under better standards does not change, it would make such chickens more in demand and I want the lowest price on animal-welfare-certified chickens;other;;CB
R_2rx48EEFLtD3S3p;chicken;1;0;Personally I wouldn't pay anything beyond the standard price but I put one dollar for the sake of the study. In situation two I put zero since the overall number of chickens raised under better conditions would not change. I didn't think it made any sense to pay more for no result.;;;other;;CB
R_2QSfV12pubf3m9N;chicken;2;2;;I would still pay the extra money because some chickens would have better conditions.;Some chickens would still be helped even though the total impact would be zero.;deont;;CB
R_1OjWxN18P3B3vld;chicken;2;0;I did not give the same answer;;;other;;CB
R_32W96DiVILmaqXM;chicken;30;30;;My desire to purchase this type of chicken is not tied to the reduction of poor conditions, but for my own personal feelings. If it is the right ting to do, it is the right thing to do.;Personal morals and ethical concerns;deont: principle;;CB
R_UWLnsMdIwLFcowh;chicken;1;0;There is no point throwing money away for no improvement in the second scenario;;;conseq;;CB
R_DV97VSJDeZW0dKF;chicken;6;3;I feel in situation one the chickens would be raised under better welfare standards so that is why I would want to pay more.;;I just feel I could afford a little more than what would usually pay. I feel I could also feel good about giving something also.;conseq, deont: feelgood;;CB
R_10N8fpKJ2CKuKW9;chicken;10;0;It wont help anymore chickens;;;conseq;;CB
R_12yxOQfSACpCNa4;co2;0;0;;;;;;CB
R_2aFThgo9SeFCONP;co2;5;0;What would be the point in paying anything at all if my actions aren't improving anything? It sounds to me like a way for a more powerful entity than myself to gain money and sit on their hands instead of addressing the problem by pinning blame on your average joe.;;;conseq;;CB
R_1g0VvIi1x6HPdA2;co2;500;0;The second situation renders the decision to switch to green energy useless, while the first has a slight benefit.;;;conseq;;CB
R_2ctKpX3zjX1KgJK;co2;100;50;i am poor, seriously.;;"the impact would not actually be zero.
";conseqstill;;CB
R_3G2mbo6VgkBpQCL;co2;50;25;The first scenario would be more beneficial.;;I am taking it at face value...if it is not going to make a difference perhaps I should have said zero on the second. These are perhaps not how we rationalize in real life so don't know where you are going with this.;conseq;;CB
R_9sKNNWMzRvsouhb;co2;1000;500;If I have a positive impact I am likely to spend more money.  If my example helps others to also reduce their impact then I will spend more to reduce mine even more.;;I would be letting my friends and neighbors know how I am reducing my CO2 and hope it would encourage them to reduce as well.;conseq, conseqstill;;CB
R_PFEyuJXoi8n8drj;co2;500;100;It would feel less useful if my actions have no impact on the global situation so I would be willing to pay less, but still, I'd be willing to do it for the sake of it.;;Out of a belief that I'd rather do something good than not care and keep on doing something less good.;deont;;CB
R_PZMzvHgBS6zcXv3;co2;20;0;I would be willing to pay a little more if it helped. But I see no reason to do so if it does not.;;;conseq;;CB
R_2B8qgqS8oz1TuTz;co2;300;50;If reducing my personal emissions doesn't change anything, it isn't worth it to me to spend much money reducing my personal emissions.;;Decreasing personal emissions is important to me, so I'd spend a little money if it helps do that.;conseq, deont;;CB
R_3lRBSKwfmMAf3nQ;co2;100;0;If my reduction made a difference then it would be worth investing in. If it doesn't affect the global numbers then why would I care.;;;conseq;;CB
R_3Gv2IyHh6SH7pQw;co2;0,5;0;If it's not going to make a difference than why would i want to pay more or need to pay more.;;;conseq;;CB
R_1Lnj3QvsKjEHNBk;co2;0;0;;;;;;CB
R_2pPo8v5ycAtntQw;co2;20;0;Because if it makes no difference I won't pay.;;;conseq;;CB
R_3VtFPeTwd6qoPKN;co2;0;0;;;;;;CB
R_ZpKkHxztakshIgV;co2;15;0;I will not pay for something that has no effect.;;;conseq;;CB
R_1GOkRQhNx2VSOy5;co2;20;20;;Because any difference I canmake personally whether it affects the world globally or not is a difference and when you add up many people willing topmake a difference it counts in the long run.;It would be a personal choiceI would feel good about.;conseqstill, deont: feelgood;;CB
R_1jxngEuUzl6R7u8;co2;1;0;If it is stated to me that there would be a real difference, then sure I would pay for it, but also again, as a single actor I don't think its worth paying attention to my personal contributions to larger issues. I'd pay, but it isn't important to me in the slightest. I would consider paying more to lower others carbon output, honestly. Specifically that of corporations.;;;conseq;;CB
R_3iDYilLX2gb6yZe;co2;300;0;I would not want to pay if there was no impact for my decisions. If it does have a positive impact, I would be interested in paying more.;;;conseq;;CB
R_3qdnBIzJWLpBDoq;co2;0;0;;;;;;CB
R_sdHATkf4qzoKkoN;co2;25;0;If my actions help then I'm will to contribute to them financally.  But if they don't it's hard for me to spend money out of an already very tight budget when it's not going to make a difference.;;;conseq;;CB
